Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
jaws 50th anniversary whiskey bottle,"Informational, Commercial",880,"1.00,0.44,0.08,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00",25,0.00,0.88,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",164
jaws jack daniels bottle,Informational,880,"1.00,0.08,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",25,0.00,0.56,"Sitelinks, Image pack, Video, People also ask, Related searches",181
jaws whiskey bottle,"Informational, Commercial",880,"1.00,0.27,0.06,0.05,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00",26,0.00,1.00,"Sitelinks, Image pack, People also ask, Related searches, Popular products",147
tgi fridays jack daniels sauce,Informational,880,"0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.76,0.36,1.00,0.55,0.67",24,0.26,0.33,"Sitelinks, AI Overview, Image, Video, People also ask, Recipes, Related searches",170
what proof is jack daniels,Informational,880,"0.68,0.68,0.68,0.68,0.77,0.77,1.00,0.68,0.56,0.44,0.56,0.68",17,0.00,0.09,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches",106
whisky jack daniels tennessee,Informational,880,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",41,1.28,0.05,"AI Overview, Reviews, Image pack, People also ask, Related searches, Popular products",201
audi paramus a jack daniels motors company,Navigational,720,"0.88,0.11,0.59,1.00,0.72,1.00,0.88,0.88,0.59,0.88,1.00,0.72",26,1.71,0.05,"Sitelinks, People also ask, Knowledge panel, Related searches",169
bourbon jack daniels whisky,"Informational, Commercial",720,"0.76,0.08,0.55,0.67,0.55,0.55,1.00,0.67,0.24,0.45,0.36,0.24",21,0.00,0.12,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",186
drinking jack daniels,Informational,720,"0.81,0.62,0.00,0.37,0.15,0.15,0.37,1.00,0.30,0.81,0.30,0.55",24,1.15,0.95,"Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",170
flavors of jack daniels whiskey,Informational,720,"0.45,0.45,0.36,0.45,0.76,0.67,0.76,0.45,0.45,0.67,0.76,1.00",21,1.29,0.85,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",190
how much is a bottle of jack daniels,Informational,720,"0.36,0.45,0.36,0.45,0.45,0.36,1.00,0.36,0.36,0.45,0.30,0.45",8,0.39,0.25,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",204
is jack daniels a whiskey or bourbon,Informational,720,"0.13,0.36,0.30,0.20,0.24,0.24,0.36,0.30,0.41,0.24,0.36,1.00",8,0.29,0.07,"AI Overview, Video carousel, People also ask, Discussions and forums, Related searches",104
jack daniel lemonade,Informational,720,"0.11,0.62,0.82,0.62,1.00,0.11,0.06,0.62,0.36,0.45,0.45,0.55",28,1.31,0.96,"Sitelinks, People also ask, Knowledge panel, Recipes, Discussions and forums, Related searches, People also search, Popular products",182
jack daniel s tennessee whiskey,"Informational, Commercial",720,"1.00,0.77,0.37,0.00,0.68,0.30,0.56,0.00,0.12,0.68,0.56,0.44",12,1.26,0.98,"Sitelinks, AI Overview, Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",202
jack daniel whisky,Navigational,720,"0.07,0.05,0.27,0.05,0.05,1.00,0.08,0.80,0.03,0.00,0.03,0.03",17,1.30,0.09,"Sitelinks, AI Overview, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",193
jack daniel's 10 year,Commercial,720,"0.20,0.20,0.52,0.37,0.11,0.68,1.00,0.52,0.13,0.13,0.37,0.11",10,1.22,1.00,"Reviews, Image pack, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",188
jack daniel's 12 year,Commercial,720,"0.62,0.20,0.81,0.81,0.16,0.24,0.81,1.00,0.20,0.20,0.30,0.36",12,1.29,1.00,"Reviews, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",1340
jack daniel's bourbon,Informational,720,"0.62,1.00,0.55,0.55,0.45,0.05,0.82,0.55,0.06,0.15,0.15,0.11",8,1.20,0.17,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",178
jack daniel's debuts limited premium tennessee whiskey with mclaren f1,"Informational, Commercial",720,"1.00,0.81",13,0.00,0.00,"Sitelinks, Video carousel, People also ask, Related searches, Popular products",198
jack daniel's gentleman jack,"Informational, Commercial",720,"0.10,0.10,1.00,0.27,0.16,0.20,0.52,0.10,0.00,0.02,0.00,0.00",11,0.64,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",24800000
jack daniel's jack daniel's,Commercial,720,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",24,1.22,0.97,"Sitelinks, AI Overview, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",197
jack daniel's single barrel rye,"Informational, Commercial",720,"0.24,0.41,0.30,0.20,0.24,0.24,1.00,0.30,0.24,0.16,0.16,0.10",12,1.26,1.00,"Sitelinks, AI Overview, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",194
jack daniel's southern peach,Informational,720,"0.44,0.76,0.76,0.56,0.67,0.00,0.67,0.56,0.37,0.67,0.76,1.00",12,1.51,0.87,"Sitelinks, Reviews, Image, Image pack, Video, People also ask, Related searches, Popular products",195
jack daniel's tennesse,"Navigational, Commercial",720,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",64,0.99,0.03,"Sitelinks, AI Overview, Image pack, People also ask, Discussions and forums, Related searches, Popular products",194
jack daniel's tennessee fire,Commercial,720,"0.16,0.31,0.68,0.25,0.25,0.25,1.00,0.68,0.37,0.31,0.25,0.25",8,0.00,0.47,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products",192
jack daniel's tennessee whiskey 1.75 l,Commercial,720,"0.67,0.13,0.67,0.67,0.55,0.00,1.00,0.45,0.45,0.55,0.55,0.45",6,0.55,1.00,"Sitelinks, People also ask, Related searches, Popular products",554000
jack daniel's tennessee whiskey gift set,Commercial,720,"0.12,0.09,0.06,0.05,0.01,0.16,1.00,0.10,0.06,0.06,0.06,0.00",3,0.65,1.00,"Sitelinks, Image pack, People also ask, Related searches, Popular products",212
jack daniel's tennessee whiskey no 7,"Informational, Commercial",720,"1.00,0.88,0.88,0.72,0.88,0.88,1.00,0.72,0.59,0.59,0.59,0.72",7,0.97,0.87,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",196
jack daniel's tennessee whiskey old no 7,"Informational, Commercial",720,"0.45,0.13,0.45,0.67,0.45,0.45,0.55,1.00,0.20,0.45,0.55,0.36",6,1.30,0.36,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",202
jack daniel's tennessee whiskey price,Commercial,720,"0.00,0.00,0.01,0.01,0.01,0.00,1.00,0.00,0.00,0.00,0.00,0.44",6,0.41,0.60,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",190
jack daniel's whiskey price,Transactional,720,"0.52,0.46,0.37,0.46,1.00,0.31,0.46,0.31,0.16,0.20,0.02,0.13",9,0.41,0.60,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches, Popular products",191
jack daniela,"Navigational, Commercial",720,"0.73,0.58,0.89,0.58,0.73,0.73,1.00,0.58,0.48,0.48,0.58,0.58",46,1.29,0.88,"Sitelinks, AI Overview, Image, Image pack, People also ask, Top stories, Related searches, Popular products",137000000
jack daniels 3 liter bottle,"Informational, Transactional",720,"0.00,0.01,0.02,0.03,0.04,1.00,0.08,0.02,0.08,0.03,0.03,0.10",5,1.28,1.00,"Image, Image pack, Video carousel, People also ask, Related searches, Popular products",241
jack daniels barrel proof,"Informational, Commercial",720,"0.67,0.67,0.67,0.56,0.56,0.56,1.00,0.67,0.44,0.44,0.44,0.44",15,1.23,1.00,"AI Overview, Reviews, Image, Image pack, People also ask, Related searches, Popular products",207
jack daniels bbq,Commercial,720,"0.88,0.88,0.88,0.72,1.00,0.59,0.72,0.59,0.47,0.59,0.59,0.72",17,0.48,0.89,"Sitelinks, People also ask, Discussions and forums, Related searches, Popular products",180
jack daniels beverages,Informational,720,"0.31,0.02,0.46,0.05,1.00,0.05,0.05,0.68,0.84,1.00,0.02,0.04",24,1.15,0.95,"Sitelinks, Image pack, People also ask, Related searches, Popular products",199
jack daniels big bottle,Informational,720,"0.82,0.67,0.82,0.67,0.67,0.82,0.82,1.00,0.82,0.54,0.82,0.67",7,1.21,0.97,"Sitelinks, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",199
jack daniels black,"Informational, Commercial",720,"0.71,0.88,0.71,0.88,0.88,1.00,1.00,0.71,0.60,0.71,0.60,0.71",14,1.27,0.81,"Sitelinks, AI Overview, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",193
jack daniels bottle sizes,Informational,720,"0.60,0.60,0.48,1.00,0.71,0.71,1.00,0.88,0.71,0.71,0.88,0.88",18,1.01,0.82,"Sitelinks, Image pack, People also ask, Related searches, Popular products",858000
jack daniels calories,Informational,720,"1.00,0.73,0.88,0.73,0.73,0.49,0.49,0.88,0.73,0.59,0.59,0.49",23,0.00,0.01,"AI Overview, People also ask, Related searches",105
jack daniels fireball,"Informational, Commercial",720,"0.46,0.46,0.54,0.68,0.68,0.76,1.00,0.00,0.54,0.68,0.46,0.54",11,1.28,1.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Popular products",186
jack daniels fireball whiskey,"Informational, Commercial",720,"0.30,0.44,0.56,0.44,0.44,1.00,1.00,0.56,0.44,0.56,0.44,0.56",10,1.28,1.00,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches, Popular products",185
jack daniels frank sinatra,Commercial,720,"1.00,0.91,1.00,0.91,0.36,0.59,0.59,0.73,0.59,0.59,0.73,0.73",5,0.82,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",194
jack daniels fruity drinks,"Informational, Commercial",720,"0.82,0.82,0.82,0.67,0.82,0.67,1.00,0.54,0.54,0.67,0.82,1.00",20,1.33,0.70,"Sitelinks, Image pack, People also ask, Recipes, Related searches, Popular products",182
jack daniels heritage barrel,Commercial,720,"0.04,0.05,0.31,0.25,0.25,0.68,0.37,0.68,0.84,1.00,0.37,0.68",15,1.27,1.00,"Sitelinks, Reviews, Image, People also ask, Discussions and forums, Related searches, Popular products",202
jack daniels is bourbon,Informational,720,"0.80,0.80,0.44,0.44,0.80,0.80,1.00,0.00,0.02,0.02,0.02,0.00",9,1.15,0.99,"Sitelinks, AI Overview, People also ask, Discussions and forums, Related searches",124
jack daniels label,Commercial,720,"0.88,0.71,0.71,0.71,1.00,0.60,0.71,0.60,0.48,0.60,0.71,0.60",28,0.53,0.95,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",216
jack daniels liquor,"Informational, Commercial",720,"0.81,1.00,0.45,0.55,0.45,0.62,0.36,0.24,0.30,0.20,0.24,0.36",17,1.27,0.83,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Popular products",197
jack daniels lynchburg tn,Navigational,720,"0.68,1.00,0.44,0.44,0.77,0.44,0.44,0.37,0.30,0.56,0.56,0.68",28,1.13,0.28,"Sitelinks, People also ask, Local pack, Discussions and forums, Related searches, Popular products",169
jack daniels lynchburg tour,Informational,720,"0.67,0.54,0.67,1.00,0.83,0.67,0.54,0.21,0.29,0.67,0.67,0.67",33,1.06,0.44,"Video, People also ask, Knowledge panel, Related searches",99
jack daniels mini bottles,Commercial,720,"0.54,0.54,0.54,0.46,0.54,0.68,1.00,0.46,0.37,0.37,0.46,0.46",24,0.57,0.99,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",181
jack daniels nashville,Commercial,720,"0.48,0.58,0.73,0.73,1.00,0.89,1.00,0.73,0.73,0.89,0.73,0.73",39,1.04,0.44,"Reviews, Image, People also ask, Local pack, Related searches, Popular products",171
jack daniels nutrition facts,Informational,720,"0.88,0.72,1.00,0.47,0.72,0.47,0.59,0.72,0.59,0.59,0.72,0.72",12,0.00,0.02,"AI Overview, Image pack, People also ask, Related searches",104
jack daniels nutritional value,Informational,720,"1.00,0.19,0.67,0.54,0.67,0.54,0.67,1.00,0.67,0.82,0.82,0.67",10,0.00,0.02,"AI Overview, People also ask, Related searches",167
jack daniels running formula,Informational,720,"0.59,0.59,0.72,0.88,0.72,1.00,0.59,0.59,0.39,0.59,0.72,0.72",48,0.39,0.24,"Sitelinks, AI Overview, Image, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",136
jack daniels rye single barrel,Commercial,720,"0.15,0.44,0.55,0.36,0.36,0.62,1.00,0.55,0.24,0.36,0.36,0.36",14,1.25,1.00,"Sitelinks, Reviews, Image, Image pack, People also ask, Discussions and forums, Related searches, Popular products",205
jack daniels single barrel whiskey,"Informational, Commercial",720,"0.12,0.20,0.20,0.04,0.04,0.05,0.09,1.00,0.12,0.20,0.05,0.12",14,1.21,1.00,"Sitelinks, AI Overview, Reviews, Image, Video, People also ask, Related searches, Popular products",200
jack daniels sizes,"Informational, Commercial",720,"0.44,0.44,1.00,0.44,0.56,0.68,1.00,0.68,0.44,0.44,0.44,0.56",11,1.41,0.69,"Sitelinks, AI Overview, People also ask, Related searches, Popular products",187
jack daniels tennessee blackberry,"Informational, Commercial",720,"0.01,0.16,0.68,0.20,0.46,0.52,1.00,0.11,0.37,0.37,0.46,1.00",19,0.68,0.18,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",196
jack daniels tennessee whiskey,Navigational,720,"0.50,0.50,0.50,0.50,0.50,0.70,1.00,0.70,0.50,0.40,0.40,0.50",34,1.31,0.97,"Sitelinks, AI Overview, Image pack, People also ask, Related searches, Popular products",194
jack daniels toasted,Commercial,720,"0.00,0.07,1.00,0.36,0.27,0.24,0.20,0.10,0.05,0.05,0.04,0.03",10,1.02,1.00,"Sitelinks, AI Overview, Reviews, Image, Image pack, Video carousel, People also ask, Related searches, Popular products",186
jack daniels tours,"Informational, Transactional",720,"1.00,0.46,0.29,0.29,0.29,0.25,0.18,0.25,0.18,0.29,0.25,0.36",29,0.83,0.47,"Reviews, Video, People also ask, Knowledge panel, Related searches",159
jack daniels triple mash,Commercial,720,"1.00,1.00,0.63,0.63,0.63,0.63,1.00,0.63,0.50,0.50,0.63,0.50",5,1.24,1.00,"Sitelinks, AI Overview, Reviews, Image pack, People also ask, Related searches, Popular products",191
